time,Tank Pressure Transducer,Tank Temperature,Capacitive Fill
2025-01-15 23:54:45.901,-31.25,112.75,-1.0
2025-01-15 23:54:46.104,-31.25,112.75,-1.0
2025-01-15 23:54:46.310,-31.25,112.75,-1.0
2025-01-15 23:54:46.513,-31.25,112.75,-1.0
2025-01-15 23:54:46.716,-31.25,112.75,-1.0
2025-01-15 23:54:46.921,-31.25,112.75,-1.0
2025-01-15 23:54:47.126,-31.25,112.75,-1.0
2025-01-15 23:54:47.328,-31.25,112.75,-1.0
2025-01-15 23:54:47.532,-31.25,112.75,-1.0
2025-01-15 23:54:47.738,-31.25,112.75,-1.0
2025-01-15 23:54:47.944,-31.25,112.75,-1.0
2025-01-15 23:54:48.149,-31.25,112.75,-1.0
2025-01-15 23:54:48.354,-31.25,112.75,-1.0
2025-01-15 23:54:48.560,-31.25,112.75,-1.0
2025-01-15 23:54:48.765,-31.25,112.75,-1.0
2025-01-15 23:54:48.966,-31.25,112.75,-1.0
2025-01-15 23:54:49.168,-31.25,112.75,-1.0
2025-01-15 23:54:49.372,-31.25,112.75,-1.0
2025-01-15 23:54:49.574,-31.25,112.75,-1.0
2025-01-15 23:54:49.776,-31.25,112.75,-1.0
2025-01-15 23:54:49.981,-31.25,112.75,-1.0
2025-01-15 23:54:50.182,-31.25,112.75,-1.0
2025-01-15 23:54:50.387,-31.25,112.75,-1.0
2025-01-15 23:54:50.588,-31.25,112.75,-1.0
2025-01-15 23:54:50.789,-31.25,112.75,-1.0
2025-01-15 23:54:50.994,-31.25,112.75,-1.0
2025-01-15 23:54:51.196,-31.25,112.75,-1.0
2025-01-15 23:54:51.401,-31.25,112.75,-1.0
2025-01-15 23:54:51.606,-31.25,112.75,-1.0
2025-01-15 23:54:51.812,-31.25,112.75,-1.0
2025-01-15 23:54:52.016,-31.25,112.75,-1.0
2025-01-15 23:54:52.222,-31.25,112.75,-1.0
2025-01-15 23:54:52.427,-31.25,112.75,-1.0
2025-01-15 23:54:52.633,-31.25,112.75,-1.0
2025-01-15 23:54:52.838,-31.25,112.75,-1.0
2025-01-15 23:54:53.044,-31.25,112.75,-1.0
2025-01-15 23:54:53.249,-31.25,112.75,-1.0
2025-01-15 23:54:53.455,-31.25,112.75,-1.0
2025-01-15 23:54:53.660,-31.25,112.75,-1.0
2025-01-15 23:54:53.866,-31.25,112.75,-1.0
2025-01-15 23:54:54.071,-31.25,112.75,-1.0
2025-01-15 23:54:54.272,-31.25,112.75,-1.0
2025-01-15 23:54:54.478,-31.25,112.75,-1.0
2025-01-15 23:54:54.682,-31.25,112.75,-1.0
2025-01-15 23:54:54.884,-31.25,112.75,-1.0
2025-01-15 23:54:55.085,-31.25,112.75,-1.0
2025-01-15 23:54:55.289,-31.25,112.75,-1.0
2025-01-15 23:54:55.493,-31.25,112.75,-1.0
2025-01-15 23:54:55.699,-31.25,112.75,-1.0
2025-01-15 23:54:55.904,-31.25,112.75,-1.0
2025-01-15 23:54:56.105,-31.25,112.75,-1.0
2025-01-15 23:54:56.311,-31.25,112.75,-1.0
2025-01-15 23:54:56.515,-31.25,112.75,-1.0
2025-01-15 23:54:56.717,-31.25,112.75,-1.0
2025-01-15 23:54:56.920,-31.25,112.75,-1.0
2025-01-15 23:54:57.126,-31.25,112.75,-1.0
2025-01-15 23:54:57.332,-31.25,112.75,-1.0
2025-01-15 23:54:57.537,-31.25,112.75,-1.0
2025-01-15 23:54:57.743,-31.25,112.75,-1.0
2025-01-15 23:54:57.944,-31.25,112.75,-1.0
2025-01-15 23:54:58.149,-31.25,112.75,-1.0
2025-01-15 23:54:58.355,-31.25,112.75,-1.0
2025-01-15 23:54:58.559,-31.25,112.75,-1.0
2025-01-15 23:54:58.761,-31.25,112.75,-1.0
2025-01-15 23:54:58.966,-31.25,112.75,-1.0
2025-01-15 23:54:59.171,-31.25,112.75,-1.0
2025-01-15 23:54:59.372,-31.25,112.75,-1.0
2025-01-15 23:54:59.578,-31.25,112.75,-1.0
2025-01-15 23:54:59.783,-31.25,112.75,-1.0
2025-01-15 23:54:59.985,-31.25,112.75,-1.0
2025-01-15 23:55:00.186,-31.25,112.75,-1.0
2025-01-15 23:55:00.388,-31.25,112.75,-1.0
2025-01-15 23:55:00.594,-31.25,112.75,-1.0
2025-01-15 23:55:00.799,-31.25,112.75,-1.0
2025-01-15 23:55:01.005,-31.25,112.75,-1.0
2025-01-15 23:55:01.211,-31.25,112.75,-1.0
2025-01-15 23:55:01.416,-31.25,112.75,-1.0
2025-01-15 23:55:01.621,-31.25,112.75,-1.0
2025-01-15 23:55:01.823,-31.25,112.75,-1.0
2025-01-15 23:55:02.028,-31.25,112.75,-1.0
2025-01-15 23:55:02.230,-31.25,112.75,-1.0
2025-01-15 23:55:02.436,-31.25,112.75,-1.0
2025-01-15 23:55:02.642,-31.25,112.75,-1.0
2025-01-15 23:55:02.846,-31.25,112.75,-1.0
2025-01-15 23:55:03.047,-31.25,112.75,-1.0
2025-01-15 23:55:03.253,-31.25,112.75,-1.0
2025-01-15 23:55:03.459,-31.25,112.75,-1.0
2025-01-15 23:55:03.664,-31.25,112.75,-1.0
2025-01-15 23:55:03.869,-31.25,112.75,-1.0
2025-01-15 23:55:04.072,-31.25,112.75,-1.0
2025-01-15 23:55:04.275,-31.25,112.75,-1.0
2025-01-15 23:55:04.476,-31.25,112.75,-1.0
2025-01-15 23:55:04.676,-31.25,112.75,-1.0
2025-01-15 23:55:04.882,-31.25,112.75,-1.0
2025-01-15 23:55:05.088,-31.25,112.75,-1.0
2025-01-15 23:55:05.290,-31.25,112.75,-1.0
2025-01-15 23:55:05.492,-31.25,112.75,-1.0
2025-01-15 23:55:05.695,-31.25,112.75,-1.0
2025-01-15 23:55:05.900,-31.25,112.75,-1.0
2025-01-15 23:55:06.101,-31.25,112.75,-1.0
2025-01-15 23:55:06.303,-31.25,112.75,-1.0
2025-01-15 23:55:06.506,-31.25,112.75,-1.0
2025-01-15 23:55:06.710,-31.25,112.75,-1.0
2025-01-15 23:55:06.914,-31.25,112.75,-1.0
2025-01-15 23:55:07.116,-31.25,112.75,-1.0
2025-01-15 23:55:07.322,-31.25,112.75,-1.0
2025-01-15 23:55:07.528,-31.25,112.75,-1.0
2025-01-15 23:55:07.732,-31.25,112.75,-1.0
2025-01-15 23:55:07.936,-31.25,112.75,-1.0
2025-01-15 23:55:08.142,-31.25,112.75,-1.0
2025-01-15 23:55:08.348,-31.25,112.75,-1.0
2025-01-15 23:55:08.553,-31.25,112.75,-1.0
2025-01-15 23:55:08.757,-31.25,112.75,-1.0
2025-01-15 23:55:08.963,-31.25,112.75,-1.0
2025-01-15 23:55:09.166,-31.25,112.75,-1.0
2025-01-15 23:55:09.369,-31.25,112.75,-1.0
2025-01-15 23:55:09.572,-31.25,112.75,-1.0
2025-01-15 23:55:09.777,-31.25,112.75,-1.0
2025-01-15 23:55:09.981,-31.25,112.75,-1.0
2025-01-15 23:55:10.187,-31.25,112.75,-1.0
2025-01-15 23:55:10.393,-31.25,112.75,-1.0
2025-01-15 23:55:10.598,-31.25,112.75,-1.0
2025-01-15 23:55:10.804,-31.25,112.75,-1.0
2025-01-15 23:55:11.005,-31.25,112.75,-1.0
2025-01-15 23:55:11.209,-31.25,112.75,-1.0
2025-01-15 23:55:11.414,-31.25,112.75,-1.0
2025-01-15 23:55:11.620,-31.25,112.75,-1.0
2025-01-15 23:55:11.824,-31.25,112.75,-1.0
2025-01-15 23:55:12.027,-31.25,112.75,-1.0
2025-01-15 23:55:12.232,-31.25,112.75,-1.0
2025-01-15 23:55:12.438,-31.25,112.75,-1.0
2025-01-15 23:55:12.639,-31.25,112.75,-1.0
2025-01-15 23:55:12.841,-31.25,112.75,-1.0
2025-01-15 23:55:13.046,-31.25,112.75,-1.0
2025-01-15 23:55:13.252,-31.25,112.75,-1.0
2025-01-15 23:55:13.454,-31.25,112.75,-1.0
2025-01-15 23:55:13.659,-31.25,112.75,-1.0
2025-01-15 23:55:13.865,-31.25,112.75,-1.0
2025-01-15 23:55:14.066,-31.25,112.75,-1.0
2025-01-15 23:55:14.267,-31.25,112.75,-1.0
2025-01-15 23:55:14.467,-31.25,112.75,-1.0
2025-01-15 23:55:14.673,-31.25,112.75,-1.0
2025-01-15 23:55:14.878,-31.25,112.75,-1.0
2025-01-15 23:55:15.083,-31.25,112.75,-1.0
2025-01-15 23:55:15.285,-31.25,112.75,-1.0
2025-01-15 23:55:15.487,-31.25,112.75,-1.0
2025-01-15 23:55:15.689,-31.25,112.75,-1.0
2025-01-15 23:55:15.893,-31.25,112.75,-1.0
2025-01-15 23:55:16.094,-31.25,112.75,-1.0
2025-01-15 23:55:16.296,-31.25,112.75,-1.0
2025-01-15 23:55:16.498,-31.25,112.75,-1.0
2025-01-15 23:55:16.703,-31.25,112.75,-1.0
2025-01-15 23:55:16.904,-31.25,112.75,-1.0
2025-01-15 23:55:17.110,-31.25,112.75,-1.0
2025-01-15 23:55:17.314,-31.25,112.75,-1.0
2025-01-15 23:55:17.517,-31.25,112.75,-1.0
2025-01-15 23:55:17.720,-31.25,112.75,-1.0
2025-01-15 23:55:17.922,-31.25,112.75,-1.0
2025-01-15 23:55:18.126,-31.25,112.75,-1.0
2025-01-15 23:55:18.332,-31.25,112.75,-1.0
2025-01-15 23:55:18.538,-31.25,112.75,-1.0
2025-01-15 23:55:18.743,-31.25,112.75,-1.0
2025-01-15 23:55:18.944,-31.25,112.75,-1.0
2025-01-15 23:55:19.147,-31.25,112.75,-1.0
2025-01-15 23:55:19.351,-31.25,112.75,-1.0
2025-01-15 23:55:19.554,-31.25,112.75,-1.0
2025-01-15 23:55:19.755,-31.25,112.75,-1.0
2025-01-15 23:55:19.959,-31.25,112.75,-1.0
2025-01-15 23:55:20.161,-31.25,112.75,-1.0
