Temperature,Time
26.458282470703125,2024-08-16 13:49:07.210
26.477813720703125,2024-08-16 13:49:07.245
26.594970703125,2024-08-16 13:49:07.299
26.614501953125,2024-08-16 13:49:07.348
26.497344970703125,2024-08-16 13:49:07.400
26.516876220703125,2024-08-16 13:49:07.710
26.399688720703125,2024-08-16 13:49:07.761
26.438751220703125,2024-08-16 13:49:07.813
26.438751220703125,2024-08-16 13:49:07.863
26.497344970703125,2024-08-16 13:49:07.915
26.458282470703125,2024-08-16 13:49:07.978
26.477813720703125,2024-08-16 13:49:08.024
26.614501953125,2024-08-16 13:49:08.078
26.536407470703125,2024-08-16 13:49:08.123
26.43145751953125,2024-08-16 13:49:08.171
26.497344970703125,2024-08-16 13:49:08.210
26.419219970703125,2024-08-16 13:49:08.307
26.477813720703125,2024-08-16 13:49:08.358
26.321563720703125,2024-08-16 13:49:08.412
26.321563720703125,2024-08-16 13:49:08.461
26.243438720703125,2024-08-16 13:49:08.523
26.302032470703125,2024-08-16 13:49:08.578
26.341094970703125,2024-08-16 13:49:08.638
26.321563720703125,2024-08-16 13:49:08.693
26.380157470703125,2024-08-16 13:49:08.741
26.262969970703125,2024-08-16 13:49:08.836
26.302032470703125,2024-08-16 13:49:08.914
26.33380126953125,2024-08-16 13:49:08.968
26.360626220703125,2024-08-16 13:49:09.027
26.302032470703125,2024-08-16 13:49:09.074
26.262969970703125,2024-08-16 13:49:09.125
26.321563720703125,2024-08-16 13:49:09.188
26.302032470703125,2024-08-16 13:49:09.254
26.145782470703125,2024-08-16 13:49:09.301
26.126251220703125,2024-08-16 13:49:09.369
26.145782470703125,2024-08-16 13:49:09.451
26.360626220703125,2024-08-16 13:49:09.501
26.184844970703125,2024-08-16 13:49:09.552
26.302032470703125,2024-08-16 13:49:09.620
26.145782470703125,2024-08-16 13:49:09.672
26.341094970703125,2024-08-16 13:49:09.723
26.341094970703125,2024-08-16 13:49:09.782
26.223907470703125,2024-08-16 13:49:09.834
26.321563720703125,2024-08-16 13:49:09.909
26.204376220703125,2024-08-16 13:49:09.960
26.302032470703125,2024-08-16 13:49:10.034
26.126251220703125,2024-08-16 13:49:10.088
26.184844970703125,2024-08-16 13:49:10.142
26.165313720703125,2024-08-16 13:49:10.193
26.204376220703125,2024-08-16 13:49:10.251
26.243438720703125,2024-08-16 13:49:10.309
26.184844970703125,2024-08-16 13:49:10.365
26.087188720703125,2024-08-16 13:49:10.411
26.087188720703125,2024-08-16 13:49:10.484
26.126251220703125,2024-08-16 13:49:10.546
26.087188720703125,2024-08-16 13:49:10.589
26.243438720703125,2024-08-16 13:49:10.650
26.145782470703125,2024-08-16 13:49:10.702
26.079864501953125,2024-08-16 13:49:10.761
26.118927001953125,2024-08-16 13:49:10.810
26.106719970703125,2024-08-16 13:49:10.880
26.067626953125,2024-08-16 13:49:10.930
26.009033203125,2024-08-16 13:49:10.980
25.950408935546875,2024-08-16 13:49:11.050
26.087188720703125,2024-08-16 13:49:11.114
26.028564453125,2024-08-16 13:49:11.183
25.950408935546875,2024-08-16 13:49:11.240
26.009033203125,2024-08-16 13:49:11.288
26.087188720703125,2024-08-16 13:49:11.340
25.930877685546875,2024-08-16 13:49:11.393
26.028564453125,2024-08-16 13:49:11.460
25.989501953125,2024-08-16 13:49:11.525
25.891815185546875,2024-08-16 13:49:11.596
25.943115234375,2024-08-16 13:49:11.671
25.904022216796875,2024-08-16 13:49:11.722
25.911346435546875,2024-08-16 13:49:11.792
25.83319091796875,2024-08-16 13:49:11.843
25.80633544921875,2024-08-16 13:49:11.897
25.87225341796875,2024-08-16 13:49:11.964
25.774566650390625,2024-08-16 13:49:12.014
25.7550048828125,2024-08-16 13:49:12.062
25.7281494140625,2024-08-16 13:49:12.142
25.794097900390625,2024-08-16 13:49:12.195
25.786773681640625,2024-08-16 13:49:12.246
25.813629150390625,2024-08-16 13:49:12.301
25.767242431640625,2024-08-16 13:49:12.367
25.676849365234375,2024-08-16 13:49:12.431
25.7086181640625,2024-08-16 13:49:12.484
25.7281494140625,2024-08-16 13:49:12.519
25.7281494140625,2024-08-16 13:49:12.588
25.649993896484375,2024-08-16 13:49:12.671
25.767242431640625,2024-08-16 13:49:12.722
25.657318115234375,2024-08-16 13:49:12.776
25.696380615234375,2024-08-16 13:49:12.827
25.7086181640625,2024-08-16 13:49:12.904
25.5595703125,2024-08-16 13:49:12.968
25.63043212890625,2024-08-16 13:49:13.019
25.649993896484375,2024-08-16 13:49:13.070
25.53271484375,2024-08-16 13:49:13.128
25.571807861328125,2024-08-16 13:49:13.201
25.520477294921875,2024-08-16 13:49:13.277
25.474090576171875,2024-08-16 13:49:13.341
25.61090087890625,2024-08-16 13:49:13.395
25.59136962890625,2024-08-16 13:49:13.444
25.415435791015625,2024-08-16 13:49:13.508
25.552276611328125,2024-08-16 13:49:13.559
25.442291259765625,2024-08-16 13:49:13.630
25.59136962890625,2024-08-16 13:49:13.681
25.474090576171875,2024-08-16 13:49:13.738
25.53271484375,2024-08-16 13:49:13.832
25.53271484375,2024-08-16 13:49:13.884
25.43499755859375,2024-08-16 13:49:13.932
25.45452880859375,2024-08-16 13:49:13.990
25.51318359375,2024-08-16 13:49:14.039
25.3836669921875,2024-08-16 13:49:14.107
25.3763427734375,2024-08-16 13:49:14.157
25.337249755859375,2024-08-16 13:49:14.210
25.45452880859375,2024-08-16 13:49:14.259
25.3763427734375,2024-08-16 13:49:14.357
25.3568115234375,2024-08-16 13:49:14.418
25.395904541015625,2024-08-16 13:49:14.470
25.32989501953125,2024-08-16 13:49:14.520
25.337249755859375,2024-08-16 13:49:14.576
25.278594970703125,2024-08-16 13:49:14.634
25.31036376953125,2024-08-16 13:49:14.685
25.3568115234375,2024-08-16 13:49:14.742
25.29815673828125,2024-08-16 13:49:14.796
25.31768798828125,2024-08-16 13:49:14.849
25.3763427734375,2024-08-16 13:49:14.953
25.29815673828125,2024-08-16 13:49:15.004
25.232147216796875,2024-08-16 13:49:15.056
25.3763427734375,2024-08-16 13:49:15.108
25.29815673828125,2024-08-16 13:49:15.166
25.31768798828125,2024-08-16 13:49:15.225
25.29815673828125,2024-08-16 13:49:15.278
25.239501953125,2024-08-16 13:49:15.324
25.278594970703125,2024-08-16 13:49:15.391
25.219940185546875,2024-08-16 13:49:15.425
25.259063720703125,2024-08-16 13:49:15.541
25.09527587890625,2024-08-16 13:49:15.596
25.18084716796875,2024-08-16 13:49:15.647
25.1221923828125,2024-08-16 13:49:15.698
25.259063720703125,2024-08-16 13:49:15.767
25.161285400390625,2024-08-16 13:49:15.814
25.219940185546875,2024-08-16 13:49:15.875
25.18084716796875,2024-08-16 13:49:15.923
25.1417236328125,2024-08-16 13:49:15.978
25.1221923828125,2024-08-16 13:49:16.068
25.18084716796875,2024-08-16 13:49:16.135
25.1417236328125,2024-08-16 13:49:16.196
25.08306884765625,2024-08-16 13:49:16.248
25.0244140625,2024-08-16 13:49:16.307
24.997528076171875,2024-08-16 13:49:16.360
25.09527587890625,2024-08-16 13:49:16.427
24.997528076171875,2024-08-16 13:49:16.463
24.907073974609375,2024-08-16 13:49:16.513
24.97796630859375,2024-08-16 13:49:16.590
24.97796630859375,2024-08-16 13:49:16.642
25.004852294921875,2024-08-16 13:49:16.709
25.08306884765625,2024-08-16 13:49:16.760
24.985321044921875,2024-08-16 13:49:16.815
25.017059326171875,2024-08-16 13:49:16.872
24.919281005859375,2024-08-16 13:49:16.924
24.89971923828125,2024-08-16 13:49:16.993
24.860626220703125,2024-08-16 13:49:17.041
24.80194091796875,2024-08-16 13:49:17.099
24.828857421875,2024-08-16 13:49:17.164
24.867950439453125,2024-08-16 13:49:17.230
24.71148681640625,2024-08-16 13:49:17.282
24.867950439453125,2024-08-16 13:49:17.347
24.841064453125,2024-08-16 13:49:17.401
24.731048583984375,2024-08-16 13:49:17.456
24.72369384765625,2024-08-16 13:49:17.509
24.7506103515625,2024-08-16 13:49:17.560
24.7506103515625,2024-08-16 13:49:17.610
24.867950439453125,2024-08-16 13:49:17.679
24.72369384765625,2024-08-16 13:49:17.768
24.78973388671875,2024-08-16 13:49:17.822
24.691925048828125,2024-08-16 13:49:17.865
24.7506103515625,2024-08-16 13:49:17.922
24.6845703125,2024-08-16 13:49:17.973
24.6845703125,2024-08-16 13:49:18.025
24.586761474609375,2024-08-16 13:49:18.073
24.665008544921875,2024-08-16 13:49:18.141
24.6845703125,2024-08-16 13:49:18.193
24.55499267578125,2024-08-16 13:49:18.284
24.645477294921875,2024-08-16 13:49:18.339
24.567230224609375,2024-08-16 13:49:18.390
24.5941162109375,2024-08-16 13:49:18.460
24.645477294921875,2024-08-16 13:49:18.514
24.586761474609375,2024-08-16 13:49:18.565
24.586761474609375,2024-08-16 13:49:18.604
24.625885009765625,2024-08-16 13:49:18.663
24.645477294921875,2024-08-16 13:49:18.733
24.6063232421875,2024-08-16 13:49:18.786
24.586761474609375,2024-08-16 13:49:18.867
24.6063232421875,2024-08-16 13:49:18.920
24.567230224609375,2024-08-16 13:49:18.972
24.528106689453125,2024-08-16 13:49:19.026
24.449859619140625,2024-08-16 13:49:19.092
24.410736083984375,2024-08-16 13:49:19.165
24.31292724609375,2024-08-16 13:49:19.216
24.35205078125,2024-08-16 13:49:19.277
24.293365478515625,2024-08-16 13:49:19.330
24.293365478515625,2024-08-16 13:49:19.414
24.23468017578125,2024-08-16 13:49:19.481
24.215118408203125,2024-08-16 13:49:19.531
24.065948486328125,2024-08-16 13:49:19.597
24.01947021484375,2024-08-16 13:49:19.667
24.039031982421875,2024-08-16 13:49:19.703
23.76507568359375,2024-08-16 13:49:19.773
23.796844482421875,2024-08-16 13:49:19.823
23.608489990234375,2024-08-16 13:49:19.885
23.353973388671875,2024-08-16 13:49:19.960
23.275665283203125,2024-08-16 13:49:20.022
23.079833984375,2024-08-16 13:49:20.081
22.969696044921875,2024-08-16 13:49:20.119
22.915802001953125,2024-08-16 13:49:20.186
22.707672119140625,2024-08-16 13:49:20.251
22.394195556640625,2024-08-16 13:49:20.302
22.492156982421875,2024-08-16 13:49:20.353
22.15899658203125,2024-08-16 13:49:20.424
21.845367431640625,2024-08-16 13:49:20.513
21.845367431640625,2024-08-16 13:49:20.572
21.610076904296875,2024-08-16 13:49:20.619
21.413970947265625,2024-08-16 13:49:20.676
21.198211669921875,2024-08-16 13:49:20.730
21.021636962890625,2024-08-16 13:49:20.802
20.884307861328125,2024-08-16 13:49:20.851
20.845062255859375,2024-08-16 13:49:20.906
20.707672119140625,2024-08-16 13:49:20.956
20.47216796875,2024-08-16 13:49:20.998
20.177703857421875,2024-08-16 13:49:21.098
20.091796875,2024-08-16 13:49:21.149
19.973968505859375,2024-08-16 13:49:21.200
19.726043701171875,2024-08-16 13:49:21.252
19.608184814453125,2024-08-16 13:49:21.307
19.502593994140625,2024-08-16 13:49:21.368
19.313507080078125,2024-08-16 13:49:21.426
18.979461669921875,2024-08-16 13:49:21.480
18.920501708984375,2024-08-16 13:49:21.544
18.74359130859375,2024-08-16 13:49:21.616
18.4019775390625,2024-08-16 13:49:21.687
18.330718994140625,2024-08-16 13:49:21.740
18.311065673828125,2024-08-16 13:49:21.775
18.134063720703125,2024-08-16 13:49:21.825
18.0750732421875,2024-08-16 13:49:21.877
17.819366455078125,2024-08-16 13:49:21.949
17.728424072265625,2024-08-16 13:49:22.001
17.575897216796875,2024-08-16 13:49:22.050
17.524261474609375,2024-08-16 13:49:22.100
17.3988037109375,2024-08-16 13:49:22.167
17.051971435546875,2024-08-16 13:49:22.230
17.123291015625,2024-08-16 13:49:22.287
16.9141845703125,2024-08-16 13:49:22.335
16.756683349609375,2024-08-16 13:49:22.385
16.81573486328125,2024-08-16 13:49:22.432
16.59918212890625,2024-08-16 13:49:22.478
16.500732421875,2024-08-16 13:49:22.520
16.284088134765625,2024-08-16 13:49:22.580
16.244720458984375,2024-08-16 13:49:22.639
16.00836181640625,2024-08-16 13:49:22.724
15.803955078125,2024-08-16 13:49:22.776
15.725128173828125,2024-08-16 13:49:22.834
15.574920654296875,2024-08-16 13:49:22.886
15.574920654296875,2024-08-16 13:49:22.942
15.528106689453125,2024-08-16 13:49:22.995
15.37786865234375,2024-08-16 13:49:23.049
15.358154296875,2024-08-16 13:49:23.102
15.055084228515625,2024-08-16 13:49:23.174
14.806243896484375,2024-08-16 13:49:23.263
14.806243896484375,2024-08-16 13:49:23.315
14.72735595703125,2024-08-16 13:49:23.373
14.68792724609375,2024-08-16 13:49:23.425
14.510467529296875,2024-08-16 13:49:23.472
14.3724365234375,2024-08-16 13:49:23.529
14.332977294921875,2024-08-16 13:49:23.575
14.273834228515625,2024-08-16 13:49:23.631
14.187530517578125,2024-08-16 13:49:23.697
14.037139892578125,2024-08-16 13:49:23.748
13.82012939453125,2024-08-16 13:49:23.826
13.8004150390625,2024-08-16 13:49:23.896
13.780670166015625,2024-08-16 13:49:23.953
13.603118896484375,2024-08-16 13:49:24.007
13.477294921875,2024-08-16 13:49:24.082
13.418121337890625,2024-08-16 13:49:24.134
13.32684326171875,2024-08-16 13:49:24.191
13.188720703125,2024-08-16 13:49:24.245
13.070281982421875,2024-08-16 13:49:24.312
13.023406982421875,2024-08-16 13:49:24.411
12.8531494140625,2024-08-16 13:49:24.472
12.7939453125,2024-08-16 13:49:24.509
12.865478515625,2024-08-16 13:49:24.568
12.707550048828125,2024-08-16 13:49:24.632
12.53729248046875,2024-08-16 13:49:24.701
12.636016845703125,2024-08-16 13:49:24.757
12.54962158203125,2024-08-16 13:49:24.808
12.39166259765625,2024-08-16 13:49:24.859
12.359588623046875,2024-08-16 13:49:24.904
12.29290771484375,2024-08-16 13:49:25.007
12.21392822265625,2024-08-16 13:49:25.064
12.03619384765625,2024-08-16 13:49:25.141
12.13494873046875,2024-08-16 13:49:25.198
11.957183837890625,2024-08-16 13:49:25.247
11.9769287109375,2024-08-16 13:49:25.300
11.759674072265625,2024-08-16 13:49:25.371
11.72015380859375,2024-08-16 13:49:25.425
11.747344970703125,2024-08-16 13:49:25.510
11.62139892578125,2024-08-16 13:49:25.576
11.62139892578125,2024-08-16 13:49:25.636
11.49053955078125,2024-08-16 13:49:25.695
11.443603515625,2024-08-16 13:49:25.749
11.344818115234375,2024-08-16 13:49:25.803
11.325042724609375,2024-08-16 13:49:25.867
11.325042724609375,2024-08-16 13:49:25.920
11.194183349609375,2024-08-16 13:49:25.971
11.22625732421875,2024-08-16 13:49:26.055
11.0089111328125,2024-08-16 13:49:26.110
11.127471923828125,2024-08-16 13:49:26.160
11.06817626953125,2024-08-16 13:49:26.216
11.08795166015625,2024-08-16 13:49:26.270
11.0089111328125,2024-08-16 13:49:26.322
10.969390869140625,2024-08-16 13:49:26.373
10.890350341796875,2024-08-16 13:49:26.440
10.771759033203125,2024-08-16 13:49:26.498
10.791534423828125,2024-08-16 13:49:26.545
10.71246337890625,2024-08-16 13:49:26.626
10.6136474609375,2024-08-16 13:49:26.676
10.692718505859375,2024-08-16 13:49:26.746
10.574127197265625,2024-08-16 13:49:26.805
10.554351806640625,2024-08-16 13:49:26.857
10.5938720703125,2024-08-16 13:49:26.908
10.51483154296875,2024-08-16 13:49:26.959
10.435760498046875,2024-08-16 13:49:27.010
10.317138671875,2024-08-16 13:49:27.056
10.45550537109375,2024-08-16 13:49:27.108
10.415985107421875,2024-08-16 13:49:27.183
10.356689453125,2024-08-16 13:49:27.243
10.19854736328125,2024-08-16 13:49:27.317
10.297393798828125,2024-08-16 13:49:27.365
10.250457763671875,2024-08-16 13:49:27.418
10.218292236328125,2024-08-16 13:49:27.467
10.079925537109375,2024-08-16 13:49:27.521
10.15899658203125,2024-08-16 13:49:27.567
10.099700927734375,2024-08-16 13:49:27.640
9.9613037109375,2024-08-16 13:49:27.686
10.13922119140625,2024-08-16 13:49:27.775
10.11944580078125,2024-08-16 13:49:27.835
9.9810791015625,2024-08-16 13:49:27.879
10.040374755859375,2024-08-16 13:49:27.948
10.079925537109375,2024-08-16 13:49:27.999
9.9415283203125,2024-08-16 13:49:28.037
9.9019775390625,2024-08-16 13:49:28.084
9.8822021484375,2024-08-16 13:49:28.140
9.803131103515625,2024-08-16 13:49:28.204
9.71661376953125,2024-08-16 13:49:28.273
9.8426513671875,2024-08-16 13:49:28.339
9.8426513671875,2024-08-16 13:49:28.376
9.67706298828125,2024-08-16 13:49:28.443
9.724029541015625,2024-08-16 13:49:28.491
9.743804931640625,2024-08-16 13:49:28.544
9.763580322265625,2024-08-16 13:49:28.592
9.763580322265625,2024-08-16 13:49:28.661
9.684478759765625,2024-08-16 13:49:28.708
9.625152587890625,2024-08-16 13:49:28.773
9.526275634765625,2024-08-16 13:49:28.837
9.526275634765625,2024-08-16 13:49:28.905
9.526275634765625,2024-08-16 13:49:28.971
9.466949462890625,2024-08-16 13:49:29.026
9.506500244140625,2024-08-16 13:49:29.072
9.499114990234375,2024-08-16 13:49:29.122
9.565826416015625,2024-08-16 13:49:29.182
9.368072509765625,2024-08-16 13:49:29.246
9.486724853515625,2024-08-16 13:49:29.302
9.38043212890625,2024-08-16 13:49:29.385
9.34088134765625,2024-08-16 13:49:29.435
9.34088134765625,2024-08-16 13:49:29.487
9.34088134765625,2024-08-16 13:49:29.535
9.400238037109375,2024-08-16 13:49:29.590
9.28155517578125,2024-08-16 13:49:29.640
9.30133056640625,2024-08-16 13:49:29.699
9.36065673828125,2024-08-16 13:49:29.754
9.229644775390625,2024-08-16 13:49:29.824
9.20245361328125,2024-08-16 13:49:29.878
9.34088134765625,2024-08-16 13:49:29.943
9.24200439453125,2024-08-16 13:49:30.007
9.16290283203125,2024-08-16 13:49:30.059
9.16290283203125,2024-08-16 13:49:30.127
9.1505126953125,2024-08-16 13:49:30.178
9.083770751953125,2024-08-16 13:49:30.231
9.2098388671875,2024-08-16 13:49:30.270
9.14312744140625,2024-08-16 13:49:30.323
9.1505126953125,2024-08-16 13:49:30.389
9.16290283203125,2024-08-16 13:49:30.436
9.229644775390625,2024-08-16 13:49:30.519
9.24200439453125,2024-08-16 13:49:30.565
9.14312744140625,2024-08-16 13:49:30.633
9.063995361328125,2024-08-16 13:49:30.697
9.063995361328125,2024-08-16 13:49:30.750
9.123321533203125,2024-08-16 13:49:30.788
8.984893798828125,2024-08-16 13:49:30.841
9.063995361328125,2024-08-16 13:49:30.888
9.083770751953125,2024-08-16 13:49:30.950
9.012054443359375,2024-08-16 13:49:31.003
8.932952880859375,2024-08-16 13:49:31.068
8.984893798828125,2024-08-16 13:49:31.134
8.885986328125,2024-08-16 13:49:31.172
9.0911865234375,2024-08-16 13:49:31.243
8.885986328125,2024-08-16 13:49:31.310
9.0714111328125,2024-08-16 13:49:31.361
8.932952880859375,2024-08-16 13:49:31.409
8.9453125,2024-08-16 13:49:31.461
8.913177490234375,2024-08-16 13:49:31.531
8.8662109375,2024-08-16 13:49:31.617
8.913177490234375,2024-08-16 13:49:31.667
8.754913330078125,2024-08-16 13:49:31.720
8.826629638671875,2024-08-16 13:49:31.764
8.925537109375,2024-08-16 13:49:31.823
8.8662109375,2024-08-16 13:49:31.886
8.826629638671875,2024-08-16 13:49:31.940
8.806854248046875,2024-08-16 13:49:31.988
8.918121337890625,2024-08-16 13:49:32.041
8.81427001953125,2024-08-16 13:49:32.099
8.826629638671875,2024-08-16 13:49:32.178
8.806854248046875,2024-08-16 13:49:32.222
8.826629638671875,2024-08-16 13:49:32.258
8.787078857421875,2024-08-16 13:49:32.309
8.70794677734375,2024-08-16 13:49:32.381
8.72772216796875,2024-08-16 13:49:32.437
8.826629638671875,2024-08-16 13:49:32.483
8.846405029296875,2024-08-16 13:49:32.539
8.8662109375,2024-08-16 13:49:32.587
8.787078857421875,2024-08-16 13:49:32.646
8.826629638671875,2024-08-16 13:49:32.722
8.74749755859375,2024-08-16 13:49:32.776
8.72772216796875,2024-08-16 13:49:32.828
8.70794677734375,2024-08-16 13:49:32.880
8.68817138671875,2024-08-16 13:49:32.926
8.74749755859375,2024-08-16 13:49:32.978
8.628814697265625,2024-08-16 13:49:33.025
8.668365478515625,2024-08-16 13:49:33.081
8.70794677734375,2024-08-16 13:49:33.153
8.72772216796875,2024-08-16 13:49:33.203
8.74749755859375,2024-08-16 13:49:33.286
8.68817138671875,2024-08-16 13:49:33.348
8.767303466796875,2024-08-16 13:49:33.399
8.5496826171875,2024-08-16 13:49:33.461
8.68817138671875,2024-08-16 13:49:33.500
8.668365478515625,2024-08-16 13:49:33.567
8.70794677734375,2024-08-16 13:49:33.628
8.72772216796875,2024-08-16 13:49:33.680
8.628814697265625,2024-08-16 13:49:33.726
8.668365478515625,2024-08-16 13:49:33.785
8.5299072265625,2024-08-16 13:49:33.883
8.668365478515625,2024-08-16 13:49:33.933
8.490325927734375,2024-08-16 13:49:33.982
8.589263916015625,2024-08-16 13:49:34.034
8.5694580078125,2024-08-16 13:49:34.075
8.5299072265625,2024-08-16 13:49:34.132
8.5496826171875,2024-08-16 13:49:34.200
8.5694580078125,2024-08-16 13:49:34.254
8.5299072265625,2024-08-16 13:49:34.311
8.589263916015625,2024-08-16 13:49:34.410
8.562042236328125,2024-08-16 13:49:34.470
8.5496826171875,2024-08-16 13:49:34.524
8.648590087890625,2024-08-16 13:49:34.572
8.609039306640625,2024-08-16 13:49:34.628
8.5299072265625,2024-08-16 13:49:34.703
8.5496826171875,2024-08-16 13:49:34.752
8.502685546875,2024-08-16 13:49:34.802
8.589263916015625,2024-08-16 13:49:34.841
8.510101318359375,2024-08-16 13:49:34.892
8.609039306640625,2024-08-16 13:49:34.982
8.66094970703125,2024-08-16 13:49:35.036
8.66094970703125,2024-08-16 13:49:35.089
8.542236328125,2024-08-16 13:49:35.152
8.5299072265625,2024-08-16 13:49:35.204
8.43096923828125,2024-08-16 13:49:35.253
8.589263916015625,2024-08-16 13:49:35.305
8.5694580078125,2024-08-16 13:49:35.367
8.470550537109375,2024-08-16 13:49:35.436
8.5496826171875,2024-08-16 13:49:35.525
8.581817626953125,2024-08-16 13:49:35.591
8.41119384765625,2024-08-16 13:49:35.641
8.43096923828125,2024-08-16 13:49:35.689
8.609039306640625,2024-08-16 13:49:35.727
8.463104248046875,2024-08-16 13:49:35.779
8.510101318359375,2024-08-16 13:49:35.833
8.5694580078125,2024-08-16 13:49:35.893
8.648590087890625,2024-08-16 13:49:35.956
8.463104248046875,2024-08-16 13:49:35.995
8.490325927734375,2024-08-16 13:49:36.075
8.5694580078125,2024-08-16 13:49:36.138
8.43096923828125,2024-08-16 13:49:36.190
8.5299072265625,2024-08-16 13:49:36.245
8.621368408203125,2024-08-16 13:49:36.311
8.5694580078125,2024-08-16 13:49:36.367
8.621368408203125,2024-08-16 13:49:36.413
8.48291015625,2024-08-16 13:49:36.471
8.64117431640625,2024-08-16 13:49:36.524
8.470550537109375,2024-08-16 13:49:36.612
8.502685546875,2024-08-16 13:49:36.682
8.562042236328125,2024-08-16 13:49:36.737
8.510101318359375,2024-08-16 13:49:36.784
8.621368408203125,2024-08-16 13:49:36.831
8.5299072265625,2024-08-16 13:49:36.887
8.5299072265625,2024-08-16 13:49:36.934
8.510101318359375,2024-08-16 13:49:36.985
8.443328857421875,2024-08-16 13:49:37.034
8.5224609375,2024-08-16 13:49:37.085
8.502685546875,2024-08-16 13:49:37.168
8.48291015625,2024-08-16 13:49:37.219
8.628814697265625,2024-08-16 13:49:37.278
8.601593017578125,2024-08-16 13:49:37.327
8.510101318359375,2024-08-16 13:49:37.375
8.5224609375,2024-08-16 13:49:37.426
8.5299072265625,2024-08-16 13:49:37.473
8.609039306640625,2024-08-16 13:49:37.525
8.463104248046875,2024-08-16 13:49:37.586
8.450775146484375,2024-08-16 13:49:37.633
8.450775146484375,2024-08-16 13:49:37.718
8.562042236328125,2024-08-16 13:49:37.752
8.502685546875,2024-08-16 13:49:37.806
8.510101318359375,2024-08-16 13:49:37.879
8.490325927734375,2024-08-16 13:49:37.935
8.589263916015625,2024-08-16 13:49:37.984
8.542236328125,2024-08-16 13:49:38.029
